ID Objectif,Année,Mois,ID Agence,ID Produit,Objectif Primes,Objectif Nouveaux Contrats,Objectif Taux Renouvellement,Objectif Ratio Sinistres Primes
OBJ-01712,2024,6,AGC-010,PRD-008,1039890000,5,0.8,0.64
OBJ-01713,2024,6,AGC-011,PRD-001,404620000,12,0.67,0.55
OBJ-01714,2024,6,AGC-011,PRD-002,302165000,18,0.67,0.43
OBJ-01715,2024,6,AGC-011,PRD-003,375872000,14,0.61,0.61
OBJ-01716,2024,6,AGC-011,PRD-004,269935000,5,0.72,0.63
OBJ-01717,2024,6,AGC-011,PRD-005,127875000,10,0.66,0.62
OBJ-01718,2024,6,AGC-011,PRD-006,472265000,13,0.76,0.51
OBJ-01719,2024,6,AGC-011,PRD-007,1643738000,13,0.66,0.61
OBJ-01720,2024,6,AGC-011,PRD-008,1524143000,11,0.66,0.55
OBJ-01721,2024,6,AGC-012,PRD-001,613517000,16,0.78,0.62
OBJ-01722,2024,6,AGC-012,PRD-002,426194000,4,0.64,0.54
OBJ-01723,2024,6,AGC-012,PRD-003,323026000,11,0.77,0.49
OBJ-01724,2024,6,AGC-012,PRD-004,610502000,14,0.79,0.44
OBJ-01725,2024,6,AGC-012,PRD-005,289457000,15,0.62,0.51
OBJ-01726,2024,6,AGC-012,PRD-006,503074000,15,0.75,0.52
OBJ-01727,2024,6,AGC-012,PRD-007,593795000,12,0.68,0.61
OBJ-01728,2024,6,AGC-012,PRD-008,958845000,11,0.72,0.63
OBJ-01729,2024,7,AGC-001,PRD-001,1718665000,18,0.63,0.45
OBJ-01730,2024,7,AGC-001,PRD-002,1045761000,44,0.79,0.54
OBJ-01731,2024,7,AGC-001,PRD-003,1721567000,45,0.7,0.6
OBJ-01732,2024,7,AGC-001,PRD-004,1673979000,26,0.69,0.53
OBJ-01733,2024,7,AGC-001,PRD-005,970942000,15,0.73,0.41
OBJ-01734,2024,7,AGC-001,PRD-006,909760000,34,0.67,0.44
OBJ-01735,2024,7,AGC-001,PRD-007,4707316000,43,0.76,0.57
OBJ-01736,2024,7,AGC-001,PRD-008,2501146000,41,0.75,0.51
OBJ-01737,2024,7,AGC-002,PRD-001,1338658000,19,0.65,0.63
OBJ-01738,2024,7,AGC-002,PRD-002,925455000,21,0.7,0.64
OBJ-01739,2024,7,AGC-002,PRD-003,1881121000,22,0.62,0.58
OBJ-01740,2024,7,AGC-002,PRD-004,1118030000,37,0.67,0.44
OBJ-01741,2024,7,AGC-002,PRD-005,731289000,47,0.65,0.58
OBJ-01742,2024,7,AGC-002,PRD-006,1049308000,43,0.75,0.42
OBJ-01743,2024,7,AGC-002,PRD-007,3293428000,28,0.73,0.57
OBJ-01744,2024,7,AGC-002,PRD-008,2800977000,34,0.75,0.57
OBJ-01745,2024,7,AGC-003,PRD-001,1406841000,44,0.71,0.61
OBJ-01746,2024,7,AGC-003,PRD-002,1747867000,32,0.62,0.65
OBJ-01747,2024,7,AGC-003,PRD-003,1336853000,45,0.72,0.57
OBJ-01748,2024,7,AGC-003,PRD-004,1688564000,48,0.6,0.51
OBJ-01749,2024,7,AGC-003,PRD-005,615632000,44,0.68,0.48
OBJ-01750,2024,7,AGC-003,PRD-006,1743411000,40,0.69,0.59
OBJ-01751,2024,7,AGC-003,PRD-007,2933998000,27,0.66,0.5
OBJ-01752,2024,7,AGC-003,PRD-008,4120342000,19,0.74,0.53
OBJ-01753,2024,7,AGC-004,PRD-001,277615000,18,0.7,0.42
OBJ-01754,2024,7,AGC-004,PRD-002,620936000,14,0.63,0.45
OBJ-01755,2024,7,AGC-004,PRD-003,535580000,10,0.65,0.63
OBJ-01756,2024,7,AGC-004,PRD-004,540443000,13,0.74,0.51
OBJ-01757,2024,7,AGC-004,PRD-005,249021000,5,0.69,0.54
OBJ-01758,2024,7,AGC-004,PRD-006,531078000,12,0.68,0.46
OBJ-01759,2024,7,AGC-004,PRD-007,1268360000,12,0.68,0.46
OBJ-01760,2024,7,AGC-004,PRD-008,787977000,8,0.68,0.54
OBJ-01761,2024,7,AGC-005,PRD-001,273413000,14,0.68,0.49
OBJ-01762,2024,7,AGC-005,PRD-002,426982000,5,0.77,0.46
OBJ-01763,2024,7,AGC-005,PRD-003,316536000,11,0.73,0.52
OBJ-01764,2024,7,AGC-005,PRD-004,266947000,9,0.77,0.43
OBJ-01765,2024,7,AGC-005,PRD-005,268223000,5,0.67,0.63
OBJ-01766,2024,7,AGC-005,PRD-006,384590000,17,0.64,0.5
OBJ-01767,2024,7,AGC-005,PRD-007,689438000,15,0.79,0.55
OBJ-01768,2024,7,AGC-005,PRD-008,705033000,15,0.67,0.43
OBJ-01769,2024,7,AGC-006,PRD-001,448394000,7,0.72,0.62
OBJ-01770,2024,7,AGC-006,PRD-002,389342000,9,0.62,0.44
OBJ-01771,2024,7,AGC-006,PRD-003,542367000,9,0.74,0.54
OBJ-01772,2024,7,AGC-006,PRD-004,263860000,7,0.75,0.53
OBJ-01773,2024,7,AGC-006,PRD-005,286791000,12,0.77,0.59
OBJ-01774,2024,7,AGC-006,PRD-006,586888000,17,0.76,0.6
OBJ-01775,2024,7,AGC-006,PRD-007,1586428000,9,0.72,0.53
OBJ-01776,2024,7,AGC-006,PRD-008,761660000,16,0.65,0.53
OBJ-01777,2024,7,AGC-007,PRD-001,344389000,8,0.65,0.64
OBJ-01778,2024,7,AGC-007,PRD-002,642620000,14,0.68,0.62
OBJ-01779,2024,7,AGC-007,PRD-003,258605000,10,0.79,0.43
OBJ-01780,2024,7,AGC-007,PRD-004,359141000,13,0.7,0.55
OBJ-01781,2024,7,AGC-007,PRD-005,173263000,15,0.78,0.56
OBJ-01782,2024,7,AGC-007,PRD-006,569469000,11,0.72,0.53
OBJ-01783,2024,7,AGC-007,PRD-007,1261153000,12,0.72,0.52
OBJ-01784,2024,7,AGC-007,PRD-008,811359000,16,0.65,0.61
OBJ-01785,2024,7,AGC-008,PRD-001,293860000,8,0.74,0.64
OBJ-01786,2024,7,AGC-008,PRD-002,345020000,10,0.75,0.63
OBJ-01787,2024,7,AGC-008,PRD-003,294817000,7,0.75,0.49
OBJ-01788,2024,7,AGC-008,PRD-004,465366000,7,0.8,0.43
OBJ-01789,2024,7,AGC-008,PRD-005,306064000,14,0.74,0.53
OBJ-01790,2024,7,AGC-008,PRD-006,553020000,18,0.79,0.45
OBJ-01791,2024,7,AGC-008,PRD-007,1054976000,15,0.68,0.42
OBJ-01792,2024,7,AGC-008,PRD-008,835951000,14,0.78,0.4
OBJ-01793,2024,7,AGC-009,PRD-001,417213000,6,0.66,0.42
OBJ-01794,2024,7,AGC-009,PRD-002,440960000,17,0.65,0.64
OBJ-01795,2024,7,AGC-009,PRD-003,246423000,15,0.79,0.59
OBJ-01796,2024,7,AGC-009,PRD-004,485599000,16,0.63,0.61
OBJ-01797,2024,7,AGC-009,PRD-005,261703000,11,0.62,0.57
OBJ-01798,2024,7,AGC-009,PRD-006,392496000,9,0.77,0.61
OBJ-01799,2024,7,AGC-009,PRD-007,1268726000,17,0.78,0.53
OBJ-01800,2024,7,AGC-009,PRD-008,1307944000,7,0.71,0.6
OBJ-01801,2024,7,AGC-010,PRD-001,498464000,8,0.62,0.49
OBJ-01802,2024,7,AGC-010,PRD-002,292155000,16,0.74,0.45
OBJ-01803,2024,7,AGC-010,PRD-003,373609000,10,0.73,0.44
OBJ-01804,2024,7,AGC-010,PRD-004,644998000,13,0.7,0.53
OBJ-01805,2024,7,AGC-010,PRD-005,176744000,11,0.76,0.62
OBJ-01806,2024,7,AGC-010,PRD-006,297721000,8,0.79,0.65
OBJ-01807,2024,7,AGC-010,PRD-007,638218000,17,0.77,0.42
OBJ-01808,2024,7,AGC-010,PRD-008,881561000,12,0.65,0.61
OBJ-01809,2024,7,AGC-011,PRD-001,350296000,5,0.62,0.55
OBJ-01810,2024,7,AGC-011,PRD-002,485231000,18,0.72,0.56
OBJ-01811,2024,7,AGC-011,PRD-003,370605000,9,0.63,0.61
OBJ-01812,2024,7,AGC-011,PRD-004,595725000,10,0.73,0.5
OBJ-01813,2024,7,AGC-011,PRD-005,222829000,14,0.64,0.63
OBJ-01814,2024,7,AGC-011,PRD-006,308604000,12,0.64,0.52
OBJ-01815,2024,7,AGC-011,PRD-007,1143973000,7,0.69,0.54
OBJ-01816,2024,7,AGC-011,PRD-008,917874000,5,0.64,0.6
OBJ-01817,2024,7,AGC-012,PRD-001,473273000,10,0.7,0.44
OBJ-01818,2024,7,AGC-012,PRD-002,340285000,15,0.7,0.5
OBJ-01819,2024,7,AGC-012,PRD-003,553265000,8,0.78,0.61
OBJ-01820,2024,7,AGC-012,PRD-004,338548000,12,0.64,0.58
OBJ-01821,2024,7,AGC-012,PRD-005,329172000,15,0.76,0.47
OBJ-01822,2024,7,AGC-012,PRD-006,613404000,9,0.73,0.58
OBJ-01823,2024,7,AGC-012,PRD-007,1352438000,6,0.69,0.56
OBJ-01824,2024,7,AGC-012,PRD-008,1083890000,8,0.71,0.57
OBJ-01825,2024,8,AGC-001,PRD-001,996625000,41,0.68,0.47
OBJ-01826,2024,8,AGC-001,PRD-002,1492652000,45,0.77,0.42
OBJ-01827,2024,8,AGC-001,PRD-003,1488407000,25,0.75,0.51
OBJ-01828,2024,8,AGC-001,PRD-004,1635269000,24,0.72,0.48
OBJ-01829,2024,8,AGC-001,PRD-005,645493000,18,0.72,0.52
OBJ-01830,2024,8,AGC-001,PRD-006,1007167000,36,0.77,0.58
OBJ-01831,2024,8,AGC-001,PRD-007,3310599000,30,0.63,0.6
OBJ-01832,2024,8,AGC-001,PRD-008,4257515000,36,0.63,0.62
OBJ-01833,2024,8,AGC-002,PRD-001,1722277000,47,0.7,0.56
OBJ-01834,2024,8,AGC-002,PRD-002,1482770000,23,0.78,0.63
OBJ-01835,2024,8,AGC-002,PRD-003,1656318000,33,0.61,0.61
OBJ-01836,2024,8,AGC-002,PRD-004,1471857000,22,0.65,0.6
OBJ-01837,2024,8,AGC-002,PRD-005,913137000,31,0.72,0.59
OBJ-01838,2024,8,AGC-002,PRD-006,1584558000,49,0.69,0.42
OBJ-01839,2024,8,AGC-002,PRD-007,2796764000,21,0.73,0.44
OBJ-01840,2024,8,AGC-002,PRD-008,3190421000,41,0.76,0.58
OBJ-01841,2024,8,AGC-003,PRD-001,884301000,39,0.65,0.6
OBJ-01842,2024,8,AGC-003,PRD-002,1473415000,30,0.68,0.49
OBJ-01843,2024,8,AGC-003,PRD-003,1947698000,33,0.67,0.58
OBJ-01844,2024,8,AGC-003,PRD-004,1292075000,45,0.6,0.64
OBJ-01845,2024,8,AGC-003,PRD-005,901078000,44,0.63,0.53
OBJ-01846,2024,8,AGC-003,PRD-006,1297128000,28,0.8,0.54
OBJ-01847,2024,8,AGC-003,PRD-007,4824127000,48,0.74,0.52
OBJ-01848,2024,8,AGC-003,PRD-008,4335558000,36,0.74,0.52
OBJ-01849,2024,8,AGC-004,PRD-001,474596000,8,0.62,0.55
OBJ-01850,2024,8,AGC-004,PRD-002,535507000,10,0.66,0.4
OBJ-01851,2024,8,AGC-004,PRD-003,550137000,18,0.76,0.4
OBJ-01852,2024,8,AGC-004,PRD-004,608392000,6,0.72,0.62
OBJ-01853,2024,8,AGC-004,PRD-005,164639000,15,0.74,0.64
OBJ-01854,2024,8,AGC-004,PRD-006,236419000,11,0.71,0.56
OBJ-01855,2024,8,AGC-004,PRD-007,909915000,18,0.68,0.55
OBJ-01856,2024,8,AGC-004,PRD-008,747408000,4,0.67,0.4
OBJ-01857,2024,8,AGC-005,PRD-001,575171000,16,0.73,0.45
OBJ-01858,2024,8,AGC-005,PRD-002,532146000,16,0.63,0.44
OBJ-01859,2024,8,AGC-005,PRD-003,429723000,6,0.71,0.49
OBJ-01860,2024,8,AGC-005,PRD-004,235488000,18,0.75,0.6
OBJ-01861,2024,8,AGC-005,PRD-005,257666000,5,0.76,0.48
OBJ-01862,2024,8,AGC-005,PRD-006,298465000,12,0.73,0.46
OBJ-01863,2024,8,AGC-005,PRD-007,1333914000,6,0.71,0.48
OBJ-01864,2024,8,AGC-005,PRD-008,1546722000,15,0.76,0.56
OBJ-01865,2024,8,AGC-006,PRD-001,506659000,12,0.76,0.52
OBJ-01866,2024,8,AGC-006,PRD-002,448756000,15,0.64,0.41
OBJ-01867,2024,8,AGC-006,PRD-003,356095000,17,0.76,0.54
OBJ-01868,2024,8,AGC-006,PRD-004,528893000,14,0.79,0.4
OBJ-01869,2024,8,AGC-006,PRD-005,126181000,4,0.6,0.57
OBJ-01870,2024,8,AGC-006,PRD-006,524766000,7,0.67,0.44
OBJ-01871,2024,8,AGC-006,PRD-007,998496000,17,0.76,0.56
OBJ-01872,2024,8,AGC-006,PRD-008,630912000,11,0.68,0.44
OBJ-01873,2024,8,AGC-007,PRD-001,656726000,16,0.75,0.45
OBJ-01874,2024,8,AGC-007,PRD-002,338972000,9,0.7,0.58
OBJ-01875,2024,8,AGC-007,PRD-003,562530000,5,0.68,0.41
OBJ-01876,2024,8,AGC-007,PRD-004,300978000,13,0.7,0.57
OBJ-01877,2024,8,AGC-007,PRD-005,229253000,17,0.74,0.63
OBJ-01878,2024,8,AGC-007,PRD-006,278003000,9,0.63,0.65
OBJ-01879,2024,8,AGC-007,PRD-007,597700000,5,0.73,0.57
OBJ-01880,2024,8,AGC-007,PRD-008,957540000,4,0.75,0.44
OBJ-01881,2024,8,AGC-008,PRD-001,571214000,18,0.75,0.56
OBJ-01882,2024,8,AGC-008,PRD-002,496022000,18,0.68,0.43
OBJ-01883,2024,8,AGC-008,PRD-003,573395000,15,0.75,0.48
OBJ-01884,2024,8,AGC-008,PRD-004,510411000,10,0.7,0.55
OBJ-01885,2024,8,AGC-008,PRD-005,150577000,17,0.66,0.54
OBJ-01886,2024,8,AGC-008,PRD-006,309179000,6,0.62,0.57
OBJ-01887,2024,8,AGC-008,PRD-007,1562623000,6,0.67,0.53
OBJ-01888,2024,8,AGC-008,PRD-008,587055000,17,0.7,0.42
OBJ-01889,2024,8,AGC-009,PRD-001,295295000,13,0.75,0.62
OBJ-01890,2024,8,AGC-009,PRD-002,220466000,10,0.73,0.59
OBJ-01891,2024,8,AGC-009,PRD-003,352820000,14,0.68,0.5
OBJ-01892,2024,8,AGC-009,PRD-004,306664000,16,0.74,0.43
OBJ-01893,2024,8,AGC-009,PRD-005,150421000,7,0.77,0.64
OBJ-01894,2024,8,AGC-009,PRD-006,573585000,6,0.7,0.61
OBJ-01895,2024,8,AGC-009,PRD-007,941726000,15,0.77,0.41
OBJ-01896,2024,8,AGC-009,PRD-008,792451000,16,0.79,0.53
OBJ-01897,2024,8,AGC-010,PRD-001,645953000,15,0.67,0.53
OBJ-01898,2024,8,AGC-010,PRD-002,375721000,11,0.66,0.47
OBJ-01899,2024,8,AGC-010,PRD-003,607133000,6,0.77,0.4
OBJ-01900,2024,8,AGC-010,PRD-004,365488000,12,0.65,0.58
OBJ-01901,2024,8,AGC-010,PRD-005,265822000,15,0.77,0.53
OBJ-01902,2024,8,AGC-010,PRD-006,361554000,17,0.67,0.58
OBJ-01903,2024,8,AGC-010,PRD-007,664901000,5,0.67,0.56
OBJ-01904,2024,8,AGC-010,PRD-008,802477000,11,0.75,0.44
OBJ-01905,2024,8,AGC-011,PRD-001,591867000,18,0.74,0.63
OBJ-01906,2024,8,AGC-011,PRD-002,317621000,12,0.67,0.61
OBJ-01907,2024,8,AGC-011,PRD-003,349843000,8,0.66,0.6
OBJ-01908,2024,8,AGC-011,PRD-004,638064000,18,0.64,0.42
OBJ-01909,2024,8,AGC-011,PRD-005,132120000,13,0.75,0.52
OBJ-01910,2024,8,AGC-011,PRD-006,259871000,17,0.77,0.52
OBJ-01911,2024,8,AGC-011,PRD-007,768492000,14,0.78,0.62
OBJ-01912,2024,8,AGC-011,PRD-008,1113995000,7,0.76,0.65
OBJ-01913,2024,8,AGC-012,PRD-001,641271000,18,0.72,0.4
OBJ-01914,2024,8,AGC-012,PRD-002,622002000,14,0.62,0.61
OBJ-01915,2024,8,AGC-012,PRD-003,596650000,4,0.69,0.51
OBJ-01916,2024,8,AGC-012,PRD-004,358520000,11,0.78,0.49
OBJ-01917,2024,8,AGC-012,PRD-005,235850000,11,0.62,0.45
OBJ-01918,2024,8,AGC-012,PRD-006,594604000,4,0.62,0.52
OBJ-01919,2024,8,AGC-012,PRD-007,1002906000,18,0.76,0.46
OBJ-01920,2024,8,AGC-012,PRD-008,599689000,6,0.79,0.59
OBJ-01921,2024,9,AGC-001,PRD-001,913812000,42,0.68,0.44
OBJ-01922,2024,9,AGC-001,PRD-002,1396555000,43,0.78,0.55
OBJ-01923,2024,9,AGC-001,PRD-003,1494941000,33,0.7,0.63
OBJ-01924,2024,9,AGC-001,PRD-004,1494316000,39,0.66,0.64
OBJ-01925,2024,9,AGC-001,PRD-005,599865000,22,0.63,0.51
OBJ-01926,2024,9,AGC-001,PRD-006,912962000,36,0.72,0.53
OBJ-01927,2024,9,AGC-001,PRD-007,2848899000,25,0.7,0.46
OBJ-01928,2024,9,AGC-001,PRD-008,2388737000,45,0.69,0.62
OBJ-01929,2024,9,AGC-002,PRD-001,1390332000,33,0.75,0.56
OBJ-01930,2024,9,AGC-002,PRD-002,1902843000,30,0.64,0.58
OBJ-01931,2024,9,AGC-002,PRD-003,1186962000,40,0.71,0.52
OBJ-01932,2024,9,AGC-002,PRD-004,1732010000,36,0.77,0.61
OBJ-01933,2024,9,AGC-002,PRD-005,720567000,35,0.71,0.56
OBJ-01934,2024,9,AGC-002,PRD-006,935648000,39,0.68,0.56
OBJ-01935,2024,9,AGC-002,PRD-007,3316330000,18,0.72,0.5
OBJ-01936,2024,9,AGC-002,PRD-008,3837318000,37,0.78,0.41
OBJ-01937,2024,9,AGC-003,PRD-001,1317932000,39,0.79,0.5
OBJ-01938,2024,9,AGC-003,PRD-002,1512347000,40,0.75,0.46
OBJ-01939,2024,9,AGC-003,PRD-003,1510942000,50,0.65,0.59
OBJ-01940,2024,9,AGC-003,PRD-004,933551000,19,0.8,0.54
OBJ-01941,2024,9,AGC-003,PRD-005,645469000,49,0.77,0.63
OBJ-01942,2024,9,AGC-003,PRD-006,1203171000,38,0.68,0.5
OBJ-01943,2024,9,AGC-003,PRD-007,2843807000,35,0.69,0.45
OBJ-01944,2024,9,AGC-003,PRD-008,2768952000,50,0.6,0.48
OBJ-01945,2024,9,AGC-004,PRD-001,410828000,9,0.7,0.54
OBJ-01946,2024,9,AGC-004,PRD-002,504947000,13,0.66,0.5
OBJ-01947,2024,9,AGC-004,PRD-003,308801000,14,0.72,0.43
OBJ-01948,2024,9,AGC-004,PRD-004,384884000,14,0.68,0.48
OBJ-01949,2024,9,AGC-004,PRD-005,126156000,14,0.63,0.45
OBJ-01950,2024,9,AGC-004,PRD-006,434852000,18,0.68,0.57
OBJ-01951,2024,9,AGC-004,PRD-007,708826000,13,0.78,0.65
OBJ-01952,2024,9,AGC-004,PRD-008,821307000,8,0.65,0.56
OBJ-01953,2024,9,AGC-005,PRD-001,459196000,6,0.75,0.59
OBJ-01954,2024,9,AGC-005,PRD-002,273349000,10,0.77,0.56
OBJ-01955,2024,9,AGC-005,PRD-003,380602000,13,0.69,0.53
OBJ-01956,2024,9,AGC-005,PRD-004,577458000,13,0.67,0.6
OBJ-01957,2024,9,AGC-005,PRD-005,178000000,13,0.68,0.6
OBJ-01958,2024,9,AGC-005,PRD-006,519365000,7,0.76,0.58
OBJ-01959,2024,9,AGC-005,PRD-007,715591000,12,0.63,0.59
OBJ-01960,2024,9,AGC-005,PRD-008,647670000,17,0.62,0.61
OBJ-01961,2024,9,AGC-006,PRD-001,396158000,12,0.78,0.41
OBJ-01962,2024,9,AGC-006,PRD-002,470012000,5,0.77,0.51
OBJ-01963,2024,9,AGC-006,PRD-003,565838000,10,0.65,0.56
OBJ-01964,2024,9,AGC-006,PRD-004,385813000,4,0.68,0.41
OBJ-01965,2024,9,AGC-006,PRD-005,265032000,12,0.64,0.52
OBJ-01966,2024,9,AGC-006,PRD-006,568781000,16,0.76,0.56
OBJ-01967,2024,9,AGC-006,PRD-007,792648000,13,0.78,0.53
OBJ-01968,2024,9,AGC-006,PRD-008,852852000,16,0.6,0.6
OBJ-01969,2024,9,AGC-007,PRD-001,641367000,13,0.79,0.42
OBJ-01970,2024,9,AGC-007,PRD-002,557438000,6,0.74,0.58
OBJ-01971,2024,9,AGC-007,PRD-003,339310000,15,0.75,0.65
OBJ-01972,2024,9,AGC-007,PRD-004,565518000,12,0.72,0.58
OBJ-01973,2024,9,AGC-007,PRD-005,128387000,15,0.78,0.49
OBJ-01974,2024,9,AGC-007,PRD-006,424842000,17,0.64,0.52
OBJ-01975,2024,9,AGC-007,PRD-007,1554732000,11,0.69,0.49
OBJ-01976,2024,9,AGC-007,PRD-008,1526719000,16,0.61,0.62
OBJ-01977,2024,9,AGC-008,PRD-001,344105000,18,0.69,0.63
OBJ-01978,2024,9,AGC-008,PRD-002,264540000,16,0.74,0.65
OBJ-01979,2024,9,AGC-008,PRD-003,445586000,6,0.66,0.57
OBJ-01980,2024,9,AGC-008,PRD-004,472509000,10,0.74,0.58
OBJ-01981,2024,9,AGC-008,PRD-005,112299000,9,0.77,0.61
OBJ-01982,2024,9,AGC-008,PRD-006,377980000,16,0.72,0.52
OBJ-01983,2024,9,AGC-008,PRD-007,1197901000,8,0.66,0.42
OBJ-01984,2024,9,AGC-008,PRD-008,708983000,14,0.73,0.54
OBJ-01985,2024,9,AGC-009,PRD-001,368493000,9,0.67,0.46
OBJ-01986,2024,9,AGC-009,PRD-002,464964000,6,0.64,0.61
OBJ-01987,2024,9,AGC-009,PRD-003,488950000,13,0.62,0.57
OBJ-01988,2024,9,AGC-009,PRD-004,619040000,4,0.62,0.53
OBJ-01989,2024,9,AGC-009,PRD-005,223656000,8,0.64,0.49
OBJ-01990,2024,9,AGC-009,PRD-006,497197000,5,0.68,0.52
OBJ-01991,2024,9,AGC-009,PRD-007,763398000,13,0.8,0.59
OBJ-01992,2024,9,AGC-009,PRD-008,1287855000,18,0.63,0.61
OBJ-01993,2024,9,AGC-010,PRD-001,298946000,13,0.65,0.62
OBJ-01994,2024,9,AGC-010,PRD-002,622597000,8,0.69,0.59
OBJ-01995,2024,9,AGC-010,PRD-003,321616000,10,0.62,0.44
OBJ-01996,2024,9,AGC-010,PRD-004,402101000,12,0.64,0.55
OBJ-01997,2024,9,AGC-010,PRD-005,139484000,15,0.69,0.62
OBJ-01998,2024,9,AGC-010,PRD-006,314735000,7,0.61,0.55
OBJ-01999,2024,9,AGC-010,PRD-007,648839000,14,0.63,0.56
OBJ-02000,2024,9,AGC-010,PRD-008,1416795000,8,0.66,0.5
OBJ-02001,2024,9,AGC-011,PRD-001,433815000,5,0.69,0.45
OBJ-02002,2024,9,AGC-011,PRD-002,299270000,7,0.66,0.57
OBJ-02003,2024,9,AGC-011,PRD-003,519378000,6,0.64,0.55
OBJ-02004,2024,9,AGC-011,PRD-004,417014000,10,0.67,0.46
OBJ-02005,2024,9,AGC-011,PRD-005,222393000,17,0.77,0.6
OBJ-02006,2024,9,AGC-011,PRD-006,337006000,11,0.74,0.58
OBJ-02007,2024,9,AGC-011,PRD-007,777385000,12,0.69,0.62
OBJ-02008,2024,9,AGC-011,PRD-008,1503681000,6,0.73,0.48
OBJ-02009,2024,9,AGC-012,PRD-001,581461000,8,0.64,0.63
OBJ-02010,2024,9,AGC-012,PRD-002,438454000,13,0.73,0.64
OBJ-02011,2024,9,AGC-012,PRD-003,534223000,5,0.67,0.64
OBJ-02012,2024,9,AGC-012,PRD-004,220700000,18,0.7,0.46
OBJ-02013,2024,9,AGC-012,PRD-005,312436000,14,0.76,0.55
OBJ-02014,2024,9,AGC-012,PRD-006,382561000,11,0.69,0.5
OBJ-02015,2024,9,AGC-012,PRD-007,788726000,11,0.65,0.52
OBJ-02016,2024,9,AGC-012,PRD-008,937003000,12,0.71,0.45
OBJ-02017,2024,10,AGC-001,PRD-001,1668243000,24,0.64,0.61
OBJ-02018,2024,10,AGC-001,PRD-002,1362546000,29,0.64,0.49
OBJ-02019,2024,10,AGC-001,PRD-003,1634252000,27,0.68,0.42
OBJ-02020,2024,10,AGC-001,PRD-004,1120405000,25,0.76,0.64
OBJ-02021,2024,10,AGC-001,PRD-005,880229000,38,0.64,0.61
OBJ-02022,2024,10,AGC-001,PRD-006,1484848000,49,0.77,0.57
OBJ-02023,2024,10,AGC-001,PRD-007,3059323000,18,0.72,0.57
OBJ-02024,2024,10,AGC-001,PRD-008,3981401000,32,0.73,0.43
OBJ-02025,2024,10,AGC-002,PRD-001,1080658000,25,0.72,0.59
OBJ-02026,2024,10,AGC-002,PRD-002,1415699000,16,0.65,0.56
OBJ-02027,2024,10,AGC-002,PRD-003,1850802000,27,0.8,0.62
OBJ-02028,2024,10,AGC-002,PRD-004,1573534000,26,0.68,0.48
OBJ-02029,2024,10,AGC-002,PRD-005,932257000,25,0.71,0.54
OBJ-02030,2024,10,AGC-002,PRD-006,1475652000,25,0.78,0.51
OBJ-02031,2024,10,AGC-002,PRD-007,4505629000,33,0.72,0.49
OBJ-02032,2024,10,AGC-002,PRD-008,4100225000,47,0.79,0.5
OBJ-02033,2024,10,AGC-003,PRD-001,1134708000,23,0.75,0.43
OBJ-02034,2024,10,AGC-003,PRD-002,1009535000,40,0.61,0.52
OBJ-02035,2024,10,AGC-003,PRD-003,1758742000,16,0.61,0.4
OBJ-02036,2024,10,AGC-003,PRD-004,1587866000,26,0.69,0.53
OBJ-02037,2024,10,AGC-003,PRD-005,518717000,15,0.72,0.48
OBJ-02038,2024,10,AGC-003,PRD-006,1329943000,46,0.67,0.64
OBJ-02039,2024,10,AGC-003,PRD-007,3281744000,16,0.8,0.59
OBJ-02040,2024,10,AGC-003,PRD-008,2993035000,40,0.77,0.58
OBJ-02041,2024,10,AGC-004,PRD-001,618342000,6,0.65,0.43
OBJ-02042,2024,10,AGC-004,PRD-002,267869000,5,0.68,0.45
OBJ-02043,2024,10,AGC-004,PRD-003,581732000,14,0.75,0.51
OBJ-02044,2024,10,AGC-004,PRD-004,400921000,9,0.61,0.52
OBJ-02045,2024,10,AGC-004,PRD-005,237713000,5,0.79,0.65
OBJ-02046,2024,10,AGC-004,PRD-006,629603000,5,0.8,0.51
OBJ-02047,2024,10,AGC-004,PRD-007,1232232000,10,0.78,0.54
OBJ-02048,2024,10,AGC-004,PRD-008,1411811000,7,0.72,0.43
OBJ-02049,2024,10,AGC-005,PRD-001,580621000,12,0.75,0.58
OBJ-02050,2024,10,AGC-005,PRD-002,628501000,18,0.8,0.45
OBJ-02051,2024,10,AGC-005,PRD-003,590488000,13,0.77,0.62
OBJ-02052,2024,10,AGC-005,PRD-004,333021000,13,0.67,0.51
OBJ-02053,2024,10,AGC-005,PRD-005,328706000,10,0.7,0.42
OBJ-02054,2024,10,AGC-005,PRD-006,247007000,15,0.65,0.49
OBJ-02055,2024,10,AGC-005,PRD-007,936210000,11,0.65,0.47
OBJ-02056,2024,10,AGC-005,PRD-008,940772000,7,0.7,0.62
OBJ-02057,2024,10,AGC-006,PRD-001,360730000,13,0.6,0.58
OBJ-02058,2024,10,AGC-006,PRD-002,228265000,18,0.7,0.63
OBJ-02059,2024,10,AGC-006,PRD-003,343735000,10,0.74,0.59
OBJ-02060,2024,10,AGC-006,PRD-004,620877000,13,0.62,0.63
OBJ-02061,2024,10,AGC-006,PRD-005,126662000,10,0.62,0.45
OBJ-02062,2024,10,AGC-006,PRD-006,424495000,8,0.72,0.51
OBJ-02063,2024,10,AGC-006,PRD-007,1405632000,15,0.65,0.52
OBJ-02064,2024,10,AGC-006,PRD-008,716195000,4,0.69,0.56
OBJ-02065,2024,10,AGC-007,PRD-001,637280000,14,0.76,0.6
