ID Contrat,ID Client,ID Produit,ID Agent,ID Agence,Date Début,Date Fin,Statut Contrat,Montant Prime,Montant Commission,Fréquence Paiement,Renouvelé,Mode Paiement,Durée Contrat Mois
CTR-02906,CLT-0788,PRD-006,AGT-002,AGC-001,2024-08-16,2026-08-06,Actif,24324000,2676000,Trimestrielle,Non,Mobile Money,24
CTR-02907,CLT-0961,PRD-003,AGT-024,AGC-003,2024-12-27,2025-12-22,Expiré,13884000,1250000,Trimestrielle,Oui,Virement bancaire,12
CTR-02908,CLT-0840,PRD-004,AGT-060,AGC-012,2023-04-18,2024-04-12,Expiré,4226000,296000,Trimestrielle,Non,Mobile Money,12
CTR-02909,CLT-0147,PRD-001,AGT-057,AGC-011,2023-10-28,2024-10-22,Expiré,3731000,298000,Semestrielle,Non,Mobile Money,12
CTR-02910,CLT-0070,PRD-001,AGT-059,AGC-012,2023-07-21,2025-07-10,Expiré,5432000,435000,Mensuelle,Oui,Virement bancaire,24
CTR-02911,CLT-0290,PRD-001,AGT-017,AGC-002,2024-09-28,2026-09-18,Actif,4372000,350000,Semestrielle,Oui,Carte bancaire,24
CTR-02912,CLT-0143,PRD-002,AGT-033,AGC-005,2024-11-26,2025-11-21,Expiré,10821000,1082000,Semestrielle,Oui,Carte bancaire,12
CTR-02913,CLT-0862,PRD-006,AGT-032,AGC-005,2025-05-07,2026-05-02,Actif,9040000,994000,Trimestrielle,Non,Virement bancaire,12
CTR-02914,CLT-0578,PRD-005,AGT-059,AGC-012,2024-06-30,2025-06-25,Expiré,1839000,110000,Trimestrielle,Oui,Mobile Money,12
CTR-02915,CLT-0418,PRD-002,AGT-044,AGC-007,2024-11-11,2025-11-06,Expiré,9473000,947000,Mensuelle,Non,Mobile Money,12
CTR-02916,CLT-0392,PRD-002,AGT-001,AGC-001,2024-04-28,2025-04-23,Résilié,8474000,847000,Semestrielle,Non,Espèces,12
CTR-02917,CLT-0229,PRD-007,AGT-008,AGC-001,2024-06-05,2025-05-31,Expiré,51460000,6175000,Trimestrielle,Oui,Espèces,12
CTR-02918,CLT-0140,PRD-008,AGT-046,AGC-008,2025-02-20,2026-02-15,Actif,32075000,4170000,Trimestrielle,Non,Chèque,12
CTR-02919,CLT-0455,PRD-002,AGT-018,AGC-003,2024-01-02,2024-12-27,Expiré,5486000,549000,Mensuelle,Non,Mobile Money,12
CTR-02920,CLT-0388,PRD-003,AGT-025,AGC-004,2024-08-31,2026-08-21,Actif,6293000,566000,Trimestrielle,Non,Chèque,24
CTR-02921,CLT-0388,PRD-003,AGT-043,AGC-007,2023-03-07,2024-03-01,Expiré,12024000,1082000,Annuelle,Oui,Virement bancaire,12
CTR-02922,CLT-0098,PRD-005,AGT-013,AGC-002,2024-04-08,2025-04-03,Expiré,1547000,93000,Annuelle,Oui,Virement bancaire,12
CTR-02923,CLT-0972,PRD-007,AGT-027,AGC-004,2023-05-23,2025-05-12,Expiré,57407000,6889000,Mensuelle,Non,Espèces,24
CTR-02924,CLT-0534,PRD-003,AGT-002,AGC-001,2025-04-18,2026-04-13,Actif,11830000,1065000,Mensuelle,Non,Mobile Money,12
CTR-02925,CLT-0886,PRD-003,AGT-016,AGC-002,2023-10-21,2025-10-10,Expiré,6034000,543000,Semestrielle,Oui,Carte bancaire,24
CTR-02926,CLT-0867,PRD-008,AGT-009,AGC-001,2023-07-27,2024-07-21,Expiré,20078000,2610000,Mensuelle,Non,Mobile Money,12
CTR-02927,CLT-0062,PRD-001,AGT-029,AGC-004,2024-03-14,2025-03-09,Résilié,2547000,204000,Semestrielle,Non,Mobile Money,12
CTR-02928,CLT-0208,PRD-005,AGT-050,AGC-009,2023-09-08,2024-09-02,Résilié,1091000,65000,Mensuelle,Non,Mobile Money,12
CTR-02929,CLT-0055,PRD-003,AGT-015,AGC-002,2025-01-09,2026-01-04,Actif,9366000,843000,Mensuelle,Non,Espèces,12
CTR-02930,CLT-0557,PRD-001,AGT-036,AGC-006,2023-10-03,2026-09-17,Actif,4086000,327000,Trimestrielle,Non,Mobile Money,36
CTR-02931,CLT-0682,PRD-004,AGT-036,AGC-006,2025-01-02,2027-12-18,Actif,5579000,391000,Semestrielle,Non,Mobile Money,36
CTR-02932,CLT-0754,PRD-002,AGT-024,AGC-003,2023-07-04,2026-06-18,Actif,11981000,1198000,Mensuelle,Non,Virement bancaire,36
CTR-02933,CLT-0353,PRD-005,AGT-017,AGC-002,2025-02-09,2027-01-30,Actif,708000,42000,Semestrielle,Non,Carte bancaire,24
CTR-02934,CLT-0941,PRD-001,AGT-031,AGC-005,2025-01-11,2026-01-06,Actif,2482000,199000,Semestrielle,Non,Espèces,12
CTR-02935,CLT-0986,PRD-006,AGT-001,AGC-001,2025-06-06,2028-05-21,Actif,24977000,2747000,Trimestrielle,Oui,Virement bancaire,36
CTR-02936,CLT-0257,PRD-007,AGT-009,AGC-001,2024-01-05,2024-12-30,Expiré,16801000,2016000,Mensuelle,Oui,Mobile Money,12
CTR-02937,CLT-0543,PRD-007,AGT-053,AGC-010,2023-09-25,2025-09-14,Expiré,34721000,4167000,Mensuelle,Oui,Chèque,24
CTR-02938,CLT-0163,PRD-004,AGT-019,AGC-003,2023-12-01,2025-11-20,Résilié,2064000,144000,Annuelle,Non,Virement bancaire,24
CTR-02939,CLT-0774,PRD-004,AGT-021,AGC-003,2023-04-13,2024-04-07,Expiré,6089000,426000,Mensuelle,Non,Espèces,12
CTR-02940,CLT-0799,PRD-006,AGT-022,AGC-003,2024-03-03,2025-02-26,Expiré,27820000,3060000,Mensuelle,Oui,Virement bancaire,12
CTR-02941,CLT-0306,PRD-003,AGT-009,AGC-001,2025-04-23,2027-04-13,Actif,9459000,851000,Semestrielle,Oui,Carte bancaire,24
CTR-02942,CLT-0558,PRD-003,AGT-027,AGC-004,2024-02-09,2025-02-03,Résilié,5562000,501000,Mensuelle,Non,Mobile Money,12
CTR-02943,CLT-0250,PRD-001,AGT-033,AGC-005,2023-02-12,2024-02-07,Expiré,2879000,230000,Trimestrielle,Non,Espèces,12
CTR-02944,CLT-0968,PRD-002,AGT-054,AGC-010,2024-09-15,2025-09-10,Résilié,6272000,627000,Annuelle,Non,Mobile Money,12
CTR-02945,CLT-0585,PRD-001,AGT-004,AGC-001,2023-09-18,2025-09-07,Expiré,4505000,360000,Mensuelle,Non,Espèces,24
CTR-02946,CLT-0731,PRD-008,AGT-007,AGC-001,2023-08-29,2025-08-18,Expiré,88855000,11551000,Trimestrielle,Non,Mobile Money,24
CTR-02947,CLT-0326,PRD-002,AGT-010,AGC-002,2024-06-30,2026-06-20,Actif,7630000,763000,Annuelle,Non,Mobile Money,24
CTR-02948,CLT-0167,PRD-007,AGT-024,AGC-003,2025-05-07,2026-05-02,Actif,10092000,1211000,Trimestrielle,Oui,Espèces,12
CTR-02949,CLT-0749,PRD-008,AGT-018,AGC-003,2025-01-27,2027-01-17,Actif,19510000,2536000,Annuelle,Non,Mobile Money,24
CTR-02950,CLT-0606,PRD-001,AGT-005,AGC-001,2024-09-19,2026-09-09,Actif,2197000,176000,Semestrielle,Non,Chèque,24
CTR-02951,CLT-0737,PRD-003,AGT-051,AGC-009,2023-10-12,2024-10-06,Expiré,7666000,690000,Trimestrielle,Non,Mobile Money,12
CTR-02952,CLT-0482,PRD-007,AGT-012,AGC-002,2023-03-19,2024-03-13,Expiré,18885000,2266000,Mensuelle,Non,Mobile Money,12
CTR-02953,CLT-0538,PRD-004,AGT-023,AGC-003,2023-09-18,2025-09-07,Expiré,2534000,177000,Annuelle,Oui,Virement bancaire,24
CTR-02954,CLT-0775,PRD-001,AGT-025,AGC-004,2023-06-22,2024-06-16,Expiré,4967000,397000,Semestrielle,Non,Carte bancaire,12
CTR-02955,CLT-0445,PRD-003,AGT-015,AGC-002,2023-08-28,2026-08-12,Actif,10885000,980000,Trimestrielle,Non,Espèces,36
CTR-02956,CLT-0467,PRD-004,AGT-014,AGC-002,2025-01-23,2027-01-13,Actif,4000000,280000,Annuelle,Non,Virement bancaire,24
CTR-02957,CLT-0300,PRD-006,AGT-031,AGC-005,2023-01-06,2024-12-26,Expiré,29018000,3192000,Mensuelle,Non,Carte bancaire,24
CTR-02958,CLT-0186,PRD-001,AGT-032,AGC-005,2023-05-23,2024-05-17,Expiré,2874000,230000,Annuelle,Oui,Espèces,12
CTR-02959,CLT-0622,PRD-003,AGT-018,AGC-003,2025-05-21,2026-05-16,Actif,3685000,332000,Annuelle,Non,Espèces,12
CTR-02960,CLT-0768,PRD-008,AGT-005,AGC-001,2023-09-02,2024-08-27,Résilié,66600000,8658000,Mensuelle,Non,Espèces,12
CTR-02961,CLT-0774,PRD-001,AGT-016,AGC-002,2025-04-13,2026-04-08,Actif,4906000,392000,Trimestrielle,Non,Mobile Money,12
CTR-02962,CLT-0049,PRD-006,AGT-058,AGC-011,2025-05-09,2026-05-04,Actif,17847000,1963000,Mensuelle,Oui,Virement bancaire,12
CTR-02963,CLT-0273,PRD-001,AGT-042,AGC-007,2025-01-25,2026-01-20,Actif,3617000,289000,Trimestrielle,Non,Virement bancaire,12
CTR-02964,CLT-0841,PRD-001,AGT-031,AGC-005,2025-04-29,2026-04-24,Actif,3771000,302000,Annuelle,Non,Mobile Money,12
CTR-02965,CLT-0059,PRD-006,AGT-017,AGC-002,2024-11-07,2025-11-02,Expiré,21725000,2390000,Mensuelle,Oui,Mobile Money,12
CTR-02966,CLT-0500,PRD-001,AGT-001,AGC-001,2024-05-09,2025-05-04,Expiré,4268000,341000,Mensuelle,Oui,Espèces,12
CTR-02967,CLT-0128,PRD-004,AGT-010,AGC-002,2023-01-31,2024-01-26,Expiré,4761000,333000,Trimestrielle,Non,Mobile Money,12
CTR-02968,CLT-0971,PRD-004,AGT-017,AGC-002,2025-02-11,2026-02-06,Actif,4056000,284000,Trimestrielle,Oui,Mobile Money,12
CTR-02969,CLT-0006,PRD-003,AGT-016,AGC-002,2025-01-17,2026-01-12,Actif,6506000,586000,Trimestrielle,Non,Espèces,12
CTR-02970,CLT-0007,PRD-004,AGT-031,AGC-005,2024-03-22,2025-03-17,Expiré,6476000,453000,Annuelle,Oui,Carte bancaire,12
CTR-02971,CLT-0695,PRD-008,AGT-035,AGC-006,2023-11-10,2024-11-04,Expiré,42376000,5509000,Mensuelle,Oui,Virement bancaire,12
CTR-02972,CLT-0726,PRD-003,AGT-060,AGC-012,2023-05-16,2025-05-05,Expiré,9728000,876000,Annuelle,Non,Mobile Money,24
CTR-02973,CLT-0759,PRD-001,AGT-017,AGC-002,2024-06-19,2025-06-14,Expiré,3010000,241000,Mensuelle,Non,Mobile Money,12
CTR-02974,CLT-0500,PRD-003,AGT-013,AGC-002,2025-02-13,2027-02-03,Actif,4061000,365000,Annuelle,Non,Mobile Money,24
CTR-02975,CLT-0614,PRD-003,AGT-043,AGC-007,2023-02-12,2024-02-07,Expiré,7149000,643000,Annuelle,Oui,Carte bancaire,12
CTR-02976,CLT-0901,PRD-002,AGT-040,AGC-007,2023-04-06,2024-03-31,Expiré,8819000,882000,Trimestrielle,Non,Chèque,12
CTR-02977,CLT-0279,PRD-006,AGT-017,AGC-002,2025-05-26,2026-05-21,Actif,10509000,1156000,Semestrielle,Non,Virement bancaire,12
CTR-02978,CLT-0428,PRD-003,AGT-005,AGC-001,2024-01-09,2025-12-29,Expiré,13322000,1199000,Annuelle,Non,Mobile Money,24
CTR-02979,CLT-0395,PRD-001,AGT-058,AGC-011,2023-07-25,2025-07-14,Expiré,2701000,216000,Annuelle,Oui,Mobile Money,24
CTR-02980,CLT-0870,PRD-006,AGT-001,AGC-001,2024-06-15,2026-06-05,Actif,5404000,594000,Semestrielle,Non,Mobile Money,24
CTR-02981,CLT-0905,PRD-002,AGT-037,AGC-006,2025-06-30,2026-06-25,Actif,7790000,779000,Mensuelle,Non,Espèces,12
CTR-02982,CLT-0702,PRD-004,AGT-048,AGC-008,2024-11-08,2025-11-03,Expiré,7032000,492000,Semestrielle,Non,Espèces,12
CTR-02983,CLT-0328,PRD-004,AGT-016,AGC-002,2023-09-11,2024-09-05,Expiré,2224000,156000,Trimestrielle,Non,Chèque,12
CTR-02984,CLT-0940,PRD-006,AGT-018,AGC-003,2023-05-29,2024-05-23,Résilié,18885000,2077000,Trimestrielle,Non,Espèces,12
CTR-02985,CLT-0993,PRD-001,AGT-045,AGC-008,2023-06-20,2025-06-09,Expiré,3683000,295000,Trimestrielle,Non,Chèque,24
CTR-02986,CLT-0169,PRD-002,AGT-058,AGC-011,2023-03-07,2025-02-24,Expiré,9105000,910000,Semestrielle,Oui,Mobile Money,24
CTR-02987,CLT-0574,PRD-006,AGT-053,AGC-010,2024-04-21,2026-04-11,Actif,6234000,686000,Mensuelle,Non,Carte bancaire,24
CTR-02988,CLT-0209,PRD-001,AGT-016,AGC-002,2024-05-20,2025-05-15,Résilié,3023000,242000,Semestrielle,Non,Mobile Money,12
CTR-02989,CLT-0561,PRD-006,AGT-051,AGC-009,2025-02-06,2026-02-01,Actif,5096000,561000,Mensuelle,Non,Carte bancaire,12
CTR-02990,CLT-0379,PRD-003,AGT-002,AGC-001,2023-02-22,2025-02-11,Expiré,12306000,1108000,Annuelle,Non,Mobile Money,24
CTR-02991,CLT-0599,PRD-003,AGT-041,AGC-007,2025-01-20,2026-01-15,Actif,13230000,1191000,Annuelle,Oui,Espèces,12
CTR-02992,CLT-0947,PRD-002,AGT-017,AGC-002,2024-08-12,2026-08-02,Actif,10713000,1071000,Trimestrielle,Non,Carte bancaire,24
CTR-02993,CLT-0658,PRD-008,AGT-026,AGC-004,2025-04-11,2026-04-06,Actif,62330000,8103000,Annuelle,Non,Mobile Money,12
CTR-02994,CLT-0963,PRD-003,AGT-054,AGC-010,2025-05-06,2026-05-01,Actif,14740000,1327000,Semestrielle,Non,Chèque,12
CTR-02995,CLT-0496,PRD-008,AGT-055,AGC-010,2023-11-27,2024-11-21,Expiré,67189000,8735000,Semestrielle,Oui,Espèces,12
CTR-02996,CLT-0441,PRD-005,AGT-025,AGC-004,2024-07-25,2025-07-20,Expiré,395000,24000,Trimestrielle,Non,Chèque,12
CTR-02997,CLT-0718,PRD-001,AGT-003,AGC-001,2023-12-25,2024-12-19,Expiré,1664000,133000,Annuelle,Oui,Mobile Money,12
CTR-02998,CLT-0407,PRD-007,AGT-026,AGC-004,2024-05-06,2026-04-26,Actif,13035000,1564000,Mensuelle,Oui,Mobile Money,24
CTR-02999,CLT-0724,PRD-006,AGT-028,AGC-004,2024-03-16,2025-03-11,Résilié,6718000,739000,Annuelle,Non,Carte bancaire,12
CTR-03000,CLT-0183,PRD-008,AGT-022,AGC-003,2025-01-07,2026-12-28,Actif,29540000,3840000,Trimestrielle,Oui,Virement bancaire,24
CTR-03001,CLT-0499,PRD-008,AGT-021,AGC-003,2023-05-19,2026-05-03,Actif,34364000,4467000,Mensuelle,Non,Virement bancaire,36
CTR-03002,CLT-0320,PRD-002,AGT-004,AGC-001,2024-08-11,2025-08-06,Expiré,11965000,1196000,Trimestrielle,Oui,Mobile Money,12
CTR-03003,CLT-0056,PRD-007,AGT-021,AGC-003,2024-06-08,2025-06-03,Expiré,44103000,5292000,Mensuelle,Non,Virement bancaire,12
CTR-03004,CLT-0111,PRD-003,AGT-047,AGC-008,2023-02-03,2025-01-23,Expiré,13923000,1253000,Mensuelle,Oui,Virement bancaire,24
CTR-03005,CLT-0483,PRD-002,AGT-050,AGC-009,2025-03-22,2027-03-12,Actif,5710000,571000,Trimestrielle,Non,Mobile Money,24
CTR-03006,CLT-0416,PRD-008,AGT-010,AGC-002,2023-11-29,2024-11-23,Expiré,35829000,4658000,Semestrielle,Non,Virement bancaire,12
CTR-03007,CLT-0422,PRD-008,AGT-015,AGC-002,2023-08-18,2025-08-07,Résilié,52543000,6831000,Trimestrielle,Non,Espèces,24
CTR-03008,CLT-0564,PRD-005,AGT-018,AGC-003,2023-09-03,2026-08-18,Actif,1442000,87000,Trimestrielle,Non,Espèces,36
CTR-03009,CLT-0229,PRD-003,AGT-048,AGC-008,2023-10-31,2024-10-25,Résilié,4601000,414000,Mensuelle,Non,Espèces,12
CTR-03010,CLT-0452,PRD-001,AGT-042,AGC-007,2024-05-24,2025-05-19,Résilié,2048000,164000,Annuelle,Non,Espèces,12
CTR-03011,CLT-0409,PRD-004,AGT-054,AGC-010,2023-10-24,2024-10-18,Expiré,4406000,308000,Semestrielle,Non,Carte bancaire,12
CTR-03012,CLT-0716,PRD-004,AGT-019,AGC-003,2023-11-22,2024-11-16,Expiré,8120000,568000,Trimestrielle,Oui,Espèces,12
CTR-03013,CLT-0664,PRD-002,AGT-035,AGC-006,2024-01-10,2025-01-04,Résilié,11612000,1161000,Annuelle,Non,Mobile Money,12
CTR-03014,CLT-0975,PRD-003,AGT-050,AGC-009,2024-05-01,2026-04-21,Actif,7432000,669000,Mensuelle,Oui,Chèque,24
CTR-03015,CLT-0466,PRD-007,AGT-014,AGC-002,2025-04-06,2027-03-27,Actif,44268000,5312000,Mensuelle,Oui,Chèque,24
CTR-03016,CLT-0434,PRD-005,AGT-005,AGC-001,2024-03-02,2026-02-20,Actif,1173000,70000,Mensuelle,Non,Espèces,24
CTR-03017,CLT-0717,PRD-007,AGT-020,AGC-003,2023-09-12,2024-09-06,Expiré,52343000,6281000,Annuelle,Non,Carte bancaire,12
CTR-03018,CLT-0041,PRD-006,AGT-025,AGC-004,2023-04-20,2024-04-14,Expiré,8356000,919000,Mensuelle,Non,Virement bancaire,12
CTR-03019,CLT-0280,PRD-001,AGT-051,AGC-009,2023-09-10,2024-09-04,Expiré,2557000,205000,Annuelle,Non,Virement bancaire,12
CTR-03020,CLT-0839,PRD-006,AGT-003,AGC-001,2024-02-16,2025-02-10,Expiré,23519000,2587000,Semestrielle,Oui,Mobile Money,12
CTR-03021,CLT-0019,PRD-003,AGT-034,AGC-005,2024-09-14,2026-09-04,Actif,6956000,626000,Annuelle,Non,Espèces,24
CTR-03022,CLT-0124,PRD-002,AGT-014,AGC-002,2024-12-30,2026-12-20,Actif,6719000,672000,Annuelle,Oui,Espèces,24
CTR-03023,CLT-0740,PRD-007,AGT-023,AGC-003,2023-08-15,2024-08-09,Expiré,46033000,5524000,Annuelle,Non,Virement bancaire,12
CTR-03024,CLT-0039,PRD-005,AGT-059,AGC-012,2023-03-12,2024-03-06,Expiré,1874000,112000,Annuelle,Non,Chèque,12
CTR-03025,CLT-0077,PRD-001,AGT-057,AGC-011,2024-03-16,2027-03-01,Actif,4403000,352000,Mensuelle,Non,Espèces,36
CTR-03026,CLT-0723,PRD-005,AGT-044,AGC-007,2024-06-20,2026-06-10,Actif,1425000,86000,Trimestrielle,Oui,Carte bancaire,24
CTR-03027,CLT-0637,PRD-004,AGT-032,AGC-005,2024-08-21,2027-08-06,Actif,7071000,495000,Annuelle,Non,Mobile Money,36
CTR-03028,CLT-0883,PRD-004,AGT-004,AGC-001,2023-03-22,2025-03-11,Expiré,7884000,552000,Semestrielle,Oui,Mobile Money,24
CTR-03029,CLT-0924,PRD-007,AGT-043,AGC-007,2023-12-29,2024-12-23,Résilié,35615000,4274000,Mensuelle,Non,Espèces,12
CTR-03030,CLT-0589,PRD-005,AGT-051,AGC-009,2023-08-29,2026-08-13,Actif,1554000,93000,Mensuelle,Non,Espèces,36
CTR-03031,CLT-0278,PRD-003,AGT-026,AGC-004,2025-06-15,2027-06-05,Actif,14185000,1277000,Mensuelle,Non,Carte bancaire,24
CTR-03032,CLT-0788,PRD-001,AGT-017,AGC-002,2023-06-01,2026-05-16,Actif,4627000,370000,Semestrielle,Non,Mobile Money,36
CTR-03033,CLT-0261,PRD-001,AGT-011,AGC-002,2023-08-11,2025-07-31,Expiré,6611000,529000,Trimestrielle,Non,Mobile Money,24
CTR-03034,CLT-0558,PRD-003,AGT-025,AGC-004,2024-12-05,2025-11-30,Expiré,9919000,893000,Annuelle,Oui,Mobile Money,12
CTR-03035,CLT-0378,PRD-002,AGT-047,AGC-008,2025-05-10,2026-05-05,Actif,14102000,1410000,Trimestrielle,Non,Mobile Money,12
CTR-03036,CLT-0523,PRD-001,AGT-007,AGC-001,2024-09-18,2025-09-13,Expiré,2187000,175000,Annuelle,Non,Mobile Money,12
CTR-03037,CLT-0146,PRD-008,AGT-019,AGC-003,2023-05-23,2024-05-17,Expiré,35954000,4674000,Trimestrielle,Oui,Chèque,12
CTR-03038,CLT-0126,PRD-004,AGT-034,AGC-005,2024-12-21,2026-12-11,Actif,4411000,309000,Annuelle,Oui,Carte bancaire,24
CTR-03039,CLT-0841,PRD-006,AGT-056,AGC-011,2025-03-13,2028-02-26,Actif,22004000,2420000,Trimestrielle,Oui,Espèces,36
CTR-03040,CLT-0466,PRD-004,AGT-035,AGC-006,2024-03-06,2025-03-01,Expiré,9714000,680000,Semestrielle,Oui,Virement bancaire,12
CTR-03041,CLT-0586,PRD-002,AGT-024,AGC-003,2024-01-09,2025-12-29,Expiré,11952000,1195000,Mensuelle,Non,Mobile Money,24
CTR-03042,CLT-0075,PRD-001,AGT-013,AGC-002,2025-01-23,2027-01-13,Actif,5299000,424000,Semestrielle,Oui,Mobile Money,24
CTR-03043,CLT-0480,PRD-007,AGT-038,AGC-006,2024-03-08,2026-02-26,Actif,57985000,6958000,Trimestrielle,Oui,Virement bancaire,24
CTR-03044,CLT-0770,PRD-001,AGT-056,AGC-011,2024-11-08,2026-10-29,Actif,2533000,203000,Trimestrielle,Non,Mobile Money,24
CTR-03045,CLT-0480,PRD-007,AGT-001,AGC-001,2025-03-22,2026-03-17,Actif,37313000,4478000,Trimestrielle,Non,Virement bancaire,12
CTR-03046,CLT-0355,PRD-005,AGT-014,AGC-002,2023-05-26,2024-05-20,Expiré,797000,48000,Mensuelle,Non,Espèces,12
CTR-03047,CLT-0907,PRD-006,AGT-026,AGC-004,2024-04-11,2025-04-06,Expiré,18489000,2034000,Annuelle,Oui,Virement bancaire,12
CTR-03048,CLT-0534,PRD-004,AGT-018,AGC-003,2023-04-13,2026-03-28,Actif,3974000,278000,Annuelle,Oui,Mobile Money,36
CTR-03049,CLT-0388,PRD-002,AGT-016,AGC-002,2024-12-29,2026-12-19,Actif,9701000,970000,Annuelle,Non,Espèces,24
CTR-03050,CLT-0803,PRD-001,AGT-042,AGC-007,2024-04-18,2025-04-13,Expiré,3922000,314000,Semestrielle,Non,Mobile Money,12
CTR-03051,CLT-0516,PRD-006,AGT-017,AGC-002,2023-02-27,2025-02-16,Expiré,24044000,2645000,Semestrielle,Non,Espèces,24
CTR-03052,CLT-0349,PRD-002,AGT-035,AGC-006,2023-06-03,2026-05-18,Actif,11470000,1147000,Mensuelle,Oui,Mobile Money,36
CTR-03053,CLT-0682,PRD-006,AGT-027,AGC-004,2024-02-26,2026-02-15,Actif,13902000,1529000,Semestrielle,Non,Espèces,24
CTR-03054,CLT-0780,PRD-004,AGT-046,AGC-008,2025-01-04,2025-12-30,Résilié,8112000,568000,Annuelle,Non,Mobile Money,12
CTR-03055,CLT-0736,PRD-002,AGT-039,AGC-006,2023-05-19,2025-05-08,Expiré,9699000,970000,Trimestrielle,Oui,Mobile Money,24
CTR-03056,CLT-0648,PRD-003,AGT-035,AGC-006,2024-09-25,2025-09-20,Expiré,8849000,796000,Trimestrielle,Non,Espèces,12
CTR-03057,CLT-0938,PRD-006,AGT-024,AGC-003,2023-12-28,2024-12-22,Résilié,23873000,2626000,Annuelle,Non,Virement bancaire,12
CTR-03058,CLT-0584,PRD-001,AGT-026,AGC-004,2025-04-09,2027-03-30,Actif,2497000,200000,Semestrielle,Oui,Espèces,24
CTR-03059,CLT-0808,PRD-001,AGT-041,AGC-007,2024-05-31,2026-05-21,Actif,4655000,372000,Trimestrielle,Non,Mobile Money,24
CTR-03060,CLT-0330,PRD-004,AGT-030,AGC-005,2023-09-17,2025-09-06,Expiré,7328000,513000,Trimestrielle,Non,Espèces,24
CTR-03061,CLT-0715,PRD-006,AGT-059,AGC-012,2024-11-10,2025-11-05,Expiré,10303000,1133000,Trimestrielle,Non,Mobile Money,12
CTR-03062,CLT-0188,PRD-002,AGT-038,AGC-006,2025-05-28,2027-05-18,Actif,9129000,913000,Semestrielle,Non,Virement bancaire,24
CTR-03063,CLT-0404,PRD-003,AGT-041,AGC-007,2024-09-26,2025-09-21,Expiré,13242000,1192000,Trimestrielle,Non,Mobile Money,12
CTR-03064,CLT-0601,PRD-003,AGT-040,AGC-007,2023-07-04,2025-06-23,Résilié,6072000,546000,Annuelle,Non,Mobile Money,24
CTR-03065,CLT-0238,PRD-008,AGT-028,AGC-004,2024-11-27,2025-11-22,Expiré,41686000,5419000,Annuelle,Non,Mobile Money,12
CTR-03066,CLT-0853,PRD-006,AGT-028,AGC-004,2023-11-27,2024-11-21,Expiré,5182000,570000,Semestrielle,Non,Virement bancaire,12
CTR-03067,CLT-0263,PRD-001,AGT-053,AGC-010,2024-10-06,2026-09-26,Actif,4492000,359000,Mensuelle,Non,Carte bancaire,24
CTR-03068,CLT-0088,PRD-008,AGT-059,AGC-012,2024-05-07,2026-04-27,Actif,89734000,11665000,Semestrielle,Oui,Mobile Money,24
CTR-03069,CLT-0782,PRD-004,AGT-038,AGC-006,2023-06-05,2025-05-25,Résilié,7250000,508000,Trimestrielle,Non,Carte bancaire,24
CTR-03070,CLT-0175,PRD-002,AGT-016,AGC-002,2024-03-09,2025-03-04,Résilié,10261000,1026000,Semestrielle,Non,Mobile Money,12
CTR-03071,CLT-0357,PRD-006,AGT-024,AGC-003,2024-08-09,2025-08-04,Expiré,12248000,1347000,Semestrielle,Non,Carte bancaire,12
CTR-03072,CLT-0502,PRD-002,AGT-043,AGC-007,2024-07-27,2026-07-17,Actif,12064000,1206000,Mensuelle,Non,Virement bancaire,24
CTR-03073,CLT-0669,PRD-004,AGT-048,AGC-008,2023-10-02,2026-09-16,Actif,4906000,343000,Annuelle,Non,Espèces,36
CTR-03074,CLT-0388,PRD-001,AGT-034,AGC-005,2023-07-29,2025-07-18,Expiré,2908000,233000,Trimestrielle,Non,Carte bancaire,24
CTR-03075,CLT-0939,PRD-003,AGT-020,AGC-003,2023-09-19,2024-09-13,Résilié,4439000,400000,Trimestrielle,Non,Virement bancaire,12
CTR-03076,CLT-0857,PRD-003,AGT-054,AGC-010,2023-08-11,2026-07-26,Actif,3740000,337000,Trimestrielle,Non,Virement bancaire,36
CTR-03077,CLT-0121,PRD-006,AGT-002,AGC-001,2024-02-03,2025-01-28,Expiré,17365000,1910000,Annuelle,Non,Virement bancaire,12
CTR-03078,CLT-0664,PRD-001,AGT-011,AGC-002,2023-04-03,2024-03-28,Expiré,4178000,334000,Mensuelle,Non,Chèque,12
CTR-03079,CLT-0747,PRD-003,AGT-036,AGC-006,2024-09-10,2025-09-05,Résilié,8793000,791000,Semestrielle,Non,Espèces,12
CTR-03080,CLT-0822,PRD-004,AGT-034,AGC-005,2024-02-06,2025-01-31,Expiré,2428000,170000,Trimestrielle,Non,Virement bancaire,12
CTR-03081,CLT-0789,PRD-001,AGT-003,AGC-001,2024-12-11,2025-12-06,Expiré,4416000,353000,Mensuelle,Non,Mobile Money,12
CTR-03082,CLT-0563,PRD-002,AGT-052,AGC-009,2023-01-10,2024-01-05,Expiré,5978000,598000,Annuelle,Non,Mobile Money,12
CTR-03083,CLT-0132,PRD-003,AGT-033,AGC-005,2025-04-14,2026-04-09,Actif,3237000,291000,Trimestrielle,Oui,Mobile Money,12
CTR-03084,CLT-0549,PRD-002,AGT-021,AGC-003,2023-03-27,2025-03-16,Expiré,14316000,1432000,Mensuelle,Non,Virement bancaire,24
CTR-03085,CLT-0384,PRD-001,AGT-033,AGC-005,2025-02-09,2026-02-04,Actif,3025000,242000,Trimestrielle,Non,Virement bancaire,12
